Zip Code,DMA,Country,Population
94930,San Francisco-Oakland-San Jose CA,"MARIN, CA",8784
94931,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",8462
94933,San Francisco-Oakland-San Jose CA,"MARIN, CA",763
94937,San Francisco-Oakland-San Jose CA,"MARIN, CA",766
94938,San Francisco-Oakland-San Jose CA,"MARIN, CA",1033
94939,San Francisco-Oakland-San Jose CA,"MARIN, CA",7079
94940,San Francisco-Oakland-San Jose CA,"MARIN, CA",248
94941,San Francisco-Oakland-San Jose CA,"MARIN, CA",31389
94945,San Francisco-Oakland-San Jose CA,"MARIN, CA",19487
94946,San Francisco-Oakland-San Jose CA,"MARIN, CA",812
94947,San Francisco-Oakland-San Jose CA,"MARIN, CA",26020
94949,San Francisco-Oakland-San Jose CA,"MARIN, CA",17153
94951,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",4489
94952,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",35423
94953,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",0
94954,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",38316
94955,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",0
94956,San Francisco-Oakland-San Jose CA,"MARIN, CA",1329
94960,San Francisco-Oakland-San Jose CA,"MARIN, CA",15812
94963,San Francisco-Oakland-San Jose CA,"MARIN, CA",522
94964,San Francisco-Oakland-San Jose CA,"MARIN, CA",3447
94965,San Francisco-Oakland-San Jose CA,"MARIN, CA",11217
94970,San Francisco-Oakland-San Jose CA,"MARIN, CA",717
94971,San Francisco-Oakland-San Jose CA,"MARIN, CA",398
94972,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",22
94973,San Francisco-Oakland-San Jose CA,"MARIN, CA",1599
94975,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",0
95001,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",0
95002,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL HDH, CA",2032
95003,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",25195
95004,Monterey-Salinas CA,"MONTEREY EAST BAL, CA",3978
95005,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",7327
95006,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",9032
95007,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",762
95008,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",46251
95009,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95010,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",9288
95011,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95012,Monterey-Salinas CA,"MONTEREY EAST HDHA, CA",10639
95013,San Francisco-Oakland-San Jose CA,"SANTA CLARA S.  BAL, CA",79
95014,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",62682
95015,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95017,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",612
95018,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",7078
95019,Monterey-Salinas CA,"SANTA CRUZ HDHA, CA",6915
95020,San Francisco-Oakland-San Jose CA,"SANTA CLARA S. HDHA, CA",63251
95021,San Francisco-Oakland-San Jose CA,"SANTA CLARA S.  BAL, CA",0
95023,Monterey-Salinas CA,"SAN BENITO, CA",51846
95026,San Francisco-Oakland-San Jose CA,"SANTA CLARA NORTH, CA",0
95030,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",13075
95031,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95032,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",26437
95033,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",9805
95035,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",75614
95036,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95037,San Francisco-Oakland-San Jose CA,"SANTA CLARA S.  BAL, CA",50210
95038,San Francisco-Oakland-San Jose CA,"SANTA CLARA S.  BAL, CA",0
95039,Monterey-Salinas CA,"MONTEREY EAST HDHA, CA",1063
95041,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",427
95042,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95043,Monterey-Salinas CA,"SAN BENITO, CA",663
95044,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95045,Monterey-Salinas CA,"SAN BENITO, CA",4274
95046,San Francisco-Oakland-San Jose CA,"SANTA CLARA S. HDHA, CA",6282
95050,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",38479
95051,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",57087
95052,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95053,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",3532
95054,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",24835
95055,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95060,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",47369
95061,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",0
95062,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",37728
95063,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",0
95064,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",9993
95065,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",8461
95066,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",15429
95067,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",0
95070,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",31420
95071,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95073,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",11491
95076,Monterey-Salinas CA,"SANTA CRUZ HDHA, CA",87781
95077,Monterey-Salinas CA,"SANTA CRUZ BALANCE, CA",0
95103,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95109,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95110,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL HDH, CA",19451
95111,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL HDH, CA",64891
95112,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL HDH, CA",62039
95113,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",1759
95116,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL HDH, CA",56243
95117,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",29338
95118,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",31799
95119,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",10754
95120,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",37937
95121,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",38909
95122,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL HDH, CA",58057
95123,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",66858
95124,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",50055
95125,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",54802
95126,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",35758
95127,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL HDH, CA",66686
95128,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",37301
95129,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",40231
95130,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",14293
95131,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",30540
95132,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",40854
95133,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",28905
95134,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",23984
95135,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",22415
95136,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",45754
95138,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",20146
95139,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",7108
95140,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",70
95141,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95148,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",49780
95150,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95151,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95152,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95153,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95154,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95157,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95158,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95159,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95160,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95161,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL BAL, CA",0
95192,San Francisco-Oakland-San Jose CA,"SANTA CLARA CTRL HDH, CA",0
95201,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",0
95202,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN HDHA, CA",6295
95203,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN HDHA, CA",15779
95204,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",28486
95205,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN HDHA, CA",36773
95206,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN HDHA, CA",64836
95207,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",50653
95208,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",0
95209,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",43768
95210,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",41724
95211,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",1636
95212,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",27512
95213,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",0
95215,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN HDHA, CA",24250
95219,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",29238
95220,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",7288
95222,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",5017
95223,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",3004
95227,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",806
95228,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",4452
95230,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",564
95231,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN HDHA, CA",4863
95232,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",105
95234,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",110
95236,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",4447
95237,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",3189
95240,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN HDHA, CA",48282
95241,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",0
95242,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",26349
95245,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",2005
95246,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",1001
95247,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",4546
95249,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",4918
95251,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",604
95252,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",14981
95253,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",0
95255,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",1593
95257,Sacramento-Stockton-Modesto CA,"CALAVERAS, CA",441
95258,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",3993
95267,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",0
95269,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",0
95301,Fresno-Visalia CA,"MERCED, CA",38675
95303,Fresno-Visalia CA,"MERCED, CA",778
95304,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",14592
95306,Fresno-Visalia CA,"MARIPOSA, CA",852
95307,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",43888
95310,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",1924
95311,Fresno-Visalia CA,"MARIPOSA, CA",1764
95313,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",1296
95315,Fresno-Visalia CA,"MERCED, CA",13707
95316,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",6748
95317,Fresno-Visalia CA,"MERCED, CA",904
95318,Fresno-Visalia CA,"MARIPOSA, CA",378
95319,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",1687
95320,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",13018
95321,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",3118
95322,Fresno-Visalia CA,"MERCED, CA",9367
95323,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",1141
95324,Fresno-Visalia CA,"MERCED, CA",7551
95326,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",9827
95327,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",7655
95328,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",4586
95329,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",2691
95330,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN HDHA, CA",20969
95333,Fresno-Visalia CA,"MERCED, CA",2696
95334,Fresno-Visalia CA,"MERCED, CA",16804
95335,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",198
95336,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",47166
95337,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",36700
95338,Fresno-Visalia CA,"MARIPOSA, CA",11015
95340,Fresno-Visalia CA,"MERCED, CA",36543
95341,Fresno-Visalia CA,"MERCED, CA",32537
95345,Fresno-Visalia CA,"MARIPOSA, CA",624
95346,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",1798
95348,Fresno-Visalia CA,"MERCED, CA",33888
95350,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",52951
95351,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",49836
95352,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",0
95353,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",0
95354,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",25090
95355,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",58279
95356,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",33032
95357,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",11701
95358,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",33350
95360,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",12645
95361,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",34140
95363,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",26726
95364,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",0
95365,Fresno-Visalia CA,"MERCED, CA",4795
95366,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",17358
95367,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",24884
95368,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",14247
95369,Fresno-Visalia CA,"MERCED, CA",1080
95370,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",27680
95372,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",2243
95374,Fresno-Visalia CA,"MERCED, CA",1847
95376,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN HDHA, CA",52371
95377,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",32637
95378,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",0
95379,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",3616
95380,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",42398
95381,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",0
95382,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",37490
95383,Sacramento-Stockton-Modesto CA,"TUOLUMNE, CA",4227
95384,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",0
95385,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",465
95386,Sacramento-Stockton-Modesto CA,"STANISLAUS HDHA, CA",10568
95387,Sacramento-Stockton-Modesto CA,"STANISLAUS BALANCE, CA",564
95388,Fresno-Visalia CA,"MERCED, CA",14114
95389,Fresno-Visalia CA,"MARIPOSA, CA",1397
95391,Sacramento-Stockton-Modesto CA,"SAN JOAQUIN BALANCE, CA",15738
95401,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",39229
95402,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",0
95403,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",46288
95404,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",41536
95405,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",20994
95406,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",0
95407,San Francisco-Oakland-San Jose CA,"SONOMA WEST HDHA, CA",41797
95409,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",26905
95410,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",951
95412,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",431
95415,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",1342
95416,San Francisco-Oakland-San Jose CA,"SONOMA EAST, CA",0
95417,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",359
95419,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",0
95420,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",752
95421,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",1739
95422,San Francisco-Oakland-San Jose CA,"LAKE, CA",15360
95423,San Francisco-Oakland-San Jose CA,"LAKE, CA",3818
95425,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",10571
95427,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",203
95428,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",2467
95429,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",90
95430,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",6
95431,San Francisco-Oakland-San Jose CA,"SONOMA EAST, CA",238
95432,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",489
95433,San Francisco-Oakland-San Jose CA,"SONOMA EAST, CA",0
95436,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",6227
95437,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",14489
95439,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",725
95441,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",1889
95442,San Francisco-Oakland-San Jose CA,"SONOMA EAST, CA",3366
95443,San Francisco-Oakland-San Jose CA,"LAKE, CA",311
95444,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",769
95445,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",1930
95446,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",4728
95448,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",17666
95449,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",1794
95450,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",285
95451,San Francisco-Oakland-San Jose CA,"LAKE, CA",12016
95452,San Francisco-Oakland-San Jose CA,"SONOMA EAST, CA",1276
95453,San Francisco-Oakland-San Jose CA,"LAKE, CA",10717
95454,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",2190
95456,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",733
95457,San Francisco-Oakland-San Jose CA,"LAKE, CA",3058
95458,San Francisco-Oakland-San Jose CA,"LAKE, CA",3162
95459,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",587
95460,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",2314
95461,San Francisco-Oakland-San Jose CA,"LAKE, CA",2497
95462,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",1151
95464,San Francisco-Oakland-San Jose CA,"LAKE, CA",2634
95465,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",2041
95466,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",1087
95467,San Francisco-Oakland-San Jose CA,"LAKE, CA",5735
95468,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",1561
95469,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",1970
95470,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",6226
95471,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",630
95472,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",30723
95473,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",0
95476,San Francisco-Oakland-San Jose CA,"SONOMA EAST, CA",37187
95480,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",0
95482,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",31993
95485,San Francisco-Oakland-San Jose CA,"LAKE, CA",2728
95486,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",79
95487,San Francisco-Oakland-San Jose CA,"SONOMA EAST, CA",0
95488,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",227
95490,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",12655
95492,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",29590
95493,San Francisco-Oakland-San Jose CA,"LAKE, CA",218
95494,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",196
95497,San Francisco-Oakland-San Jose CA,"SONOMA WEST BALANCE, CA",1137
95501,Eureka CA,"HUMBOLDT, CA",23624
95503,Eureka CA,"HUMBOLDT, CA",25215
95511,Eureka CA,"HUMBOLDT, CA",240
95514,Eureka CA,"HUMBOLDT, CA",169
95519,Eureka CA,"HUMBOLDT, CA",19328
95521,Eureka CA,"HUMBOLDT, CA",21311
95524,Eureka CA,"HUMBOLDT, CA",1735
95525,Eureka CA,"HUMBOLDT, CA",1497
95526,Chico-Redding CA,"TRINITY, CA",222
95527,Chico-Redding CA,"TRINITY, CA",565
95528,Eureka CA,"HUMBOLDT, CA",1254
95531,Eureka CA,"DEL NORTE, CA",23092
95536,Eureka CA,"HUMBOLDT, CA",3112
95540,Eureka CA,"HUMBOLDT, CA",14001
95542,Eureka CA,"HUMBOLDT, CA",1831
95543,Eureka CA,"DEL NORTE, CA",989
95546,Eureka CA,"HUMBOLDT, CA",3542
95547,Eureka CA,"HUMBOLDT, CA",1004
95548,Eureka CA,"DEL NORTE, CA",1228
95549,Eureka CA,"HUMBOLDT, CA",880
95550,Eureka CA,"HUMBOLDT, CA",123
95551,Eureka CA,"HUMBOLDT, CA",1468
95552,Chico-Redding CA,"TRINITY, CA",750
95554,Eureka CA,"HUMBOLDT, CA",264
95555,Eureka CA,"HUMBOLDT, CA",340
95556,Eureka CA,"HUMBOLDT, CA",706
95558,Eureka CA,"HUMBOLDT, CA",436
95560,Eureka CA,"HUMBOLDT, CA",1787
95562,Eureka CA,"HUMBOLDT, CA",3447
95563,Chico-Redding CA,"TRINITY, CA",681
95564,Eureka CA,"HUMBOLDT, CA",380
95565,Eureka CA,"HUMBOLDT, CA",946
95567,Eureka CA,"DEL NORTE, CA",2133
95568,Medford-Klamath Falls OR,"SISKIYOU, CA",203
95569,Eureka CA,"HUMBOLDT, CA",308
95570,Eureka CA,"HUMBOLDT, CA",2253
95573,Eureka CA,"HUMBOLDT, CA",1449
95585,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",575
95587,San Francisco-Oakland-San Jose CA,"MENDOCINO, CA",51
95589,Eureka CA,"HUMBOLDT, CA",1036
95595,Chico-Redding CA,"TRINITY, CA",147
95602,Sacramento-Stockton-Modesto CA,"PLACER WEST, CA",18517
95603,Sacramento-Stockton-Modesto CA,"PLACER WEST, CA",29083
95604,Sacramento-Stockton-Modesto CA,"PLACER WEST, CA",106
95605,Sacramento-Stockton-Modesto CA,"YOLO HDHA, CA",14677
95606,Sacramento-Stockton-Modesto CA,"YOLO BALANCE, CA",211
95607,Sacramento-Stockton-Modesto CA,"YOLO BALANCE, CA",415
95608,Sacramento-Stockton-Modesto CA,"SACRAMENTO NORTH BAL, CA",61365
95609,Sacramento-Stockton-Modesto CA,"SACRAMENTO NORTH BAL, CA",0
95610,Sacramento-Stockton-Modesto CA,"SACRAMENTO NORTH BAL, CA",45429
95611,Sacramento-Stockton-Modesto CA,"SACRAMENTO NORTH BAL, CA",0
95612,Sacramento-Stockton-Modesto CA,"YOLO BALANCE, CA",1062
95613,Sacramento-Stockton-Modesto CA,"EL DORADO WEST, CA",0
95614,Sacramento-Stockton-Modesto CA,"EL DORADO WEST, CA",4360
95615,Sacramento-Stockton-Modesto CA,"SACRAMENTO SOUTH HDH, CA",1015
95616,Sacramento-Stockton-Modesto CA,"YOLO BALANCE, CA",50068
95617,Sacramento-Stockton-Modesto CA,"YOLO BALANCE, CA",0
95618,Sacramento-Stockton-Modesto CA,"YOLO BALANCE, CA",27721
95619,Sacramento-Stockton-Modesto CA,"EL DORADO WEST, CA",4966
95620,Sacramento-Stockton-Modesto CA,"SOLANO EAST, CA",21588
95621,Sacramento-Stockton-Modesto CA,"SACRAMENTO NORTH BAL, CA",41893
95623,Sacramento-Stockton-Modesto CA,"EL DORADO WEST, CA",3734
95624,Sacramento-Stockton-Modesto CA,"SACRAMENTO NORTH BAL, CA",65447
95625,Sacramento-Stockton-Modesto CA,"SOLANO EAST, CA",88
95626,Sacramento-Stockton-Modesto CA,"SACRAMENTO NORTH BAL, CA",6030
