Zip Code,DMA,Country,Population
15904,Johnstown-Altoona-State College PA,"CAMBRIA, PA",15686
15905,Johnstown-Altoona-State College PA,"CAMBRIA, PA",20197
15906,Johnstown-Altoona-State College PA,"CAMBRIA, PA",11461
15909,Johnstown-Altoona-State College PA,"CAMBRIA, PA",5393
15920,Pittsburgh PA,"INDIANA, PA",686
15923,Pittsburgh PA,"WESTMORELAND, PA",1611
15924,Johnstown-Altoona-State College PA,"SOMERSET, PA",1068
15926,Johnstown-Altoona-State College PA,"SOMERSET, PA",2456
15927,Johnstown-Altoona-State College PA,"CAMBRIA, PA",908
15928,Johnstown-Altoona-State College PA,"SOMERSET, PA",1744
15931,Johnstown-Altoona-State College PA,"CAMBRIA, PA",8927
15935,Johnstown-Altoona-State College PA,"SOMERSET, PA",3209
15936,Johnstown-Altoona-State College PA,"SOMERSET, PA",1257
15938,Johnstown-Altoona-State College PA,"CAMBRIA, PA",2292
15940,Johnstown-Altoona-State College PA,"CAMBRIA, PA",4085
15942,Johnstown-Altoona-State College PA,"CAMBRIA, PA",2056
15943,Johnstown-Altoona-State College PA,"CAMBRIA, PA",3541
15944,Pittsburgh PA,"WESTMORELAND, PA",3063
15945,Johnstown-Altoona-State College PA,"CAMBRIA, PA",108
15946,Johnstown-Altoona-State College PA,"CAMBRIA, PA",6800
15949,Pittsburgh PA,"INDIANA, PA",522
15951,Johnstown-Altoona-State College PA,"CAMBRIA, PA",710
15952,Johnstown-Altoona-State College PA,"CAMBRIA, PA",1707
15953,Johnstown-Altoona-State College PA,"SOMERSET, PA",168
15954,Pittsburgh PA,"INDIANA, PA",2127
15955,Johnstown-Altoona-State College PA,"CAMBRIA, PA",2374
15956,Johnstown-Altoona-State College PA,"CAMBRIA, PA",2426
15957,Pittsburgh PA,"INDIANA, PA",596
15958,Johnstown-Altoona-State College PA,"CAMBRIA, PA",2164
15960,Johnstown-Altoona-State College PA,"CAMBRIA, PA",541
15961,Johnstown-Altoona-State College PA,"CAMBRIA, PA",843
15963,Johnstown-Altoona-State College PA,"SOMERSET, PA",10665
16001,Pittsburgh PA,"BUTLER, PA",39311
16002,Pittsburgh PA,"BUTLER, PA",15255
16020,Pittsburgh PA,"BUTLER, PA",1171
16022,Pittsburgh PA,"BUTLER, PA",373
16023,Pittsburgh PA,"BUTLER, PA",4463
16025,Pittsburgh PA,"BUTLER, PA",5391
16028,Pittsburgh PA,"CLARION, PA",1759
16030,Pittsburgh PA,"BUTLER, PA",308
16033,Pittsburgh PA,"BUTLER, PA",6240
16034,Pittsburgh PA,"BUTLER, PA",2036
16036,Pittsburgh PA,"CLARION, PA",164
16037,Pittsburgh PA,"BUTLER, PA",4722
16038,Pittsburgh PA,"BUTLER, PA",3711
16040,Pittsburgh PA,"BUTLER, PA",854
16041,Pittsburgh PA,"BUTLER, PA",2001
16045,Pittsburgh PA,"BUTLER, PA",1247
16046,Pittsburgh PA,"BUTLER, PA",15922
16049,Pittsburgh PA,"CLARION, PA",2918
16050,Pittsburgh PA,"BUTLER, PA",1519
16051,Pittsburgh PA,"BUTLER, PA",2793
16052,Pittsburgh PA,"BUTLER, PA",2501
16053,Pittsburgh PA,"BUTLER, PA",4583
16055,Pittsburgh PA,"BUTLER, PA",8249
16056,Pittsburgh PA,"BUTLER, PA",4254
16057,Pittsburgh PA,"BUTLER, PA",14451
16059,Pittsburgh PA,"BUTLER, PA",7797
16061,Pittsburgh PA,"BUTLER, PA",2366
16063,Pittsburgh PA,"BUTLER, PA",6596
16066,Pittsburgh PA,"BUTLER, PA",29973
16101,Pittsburgh PA,"LAWRENCE, PA",33113
16102,Pittsburgh PA,"LAWRENCE, PA",6054
16105,Pittsburgh PA,"LAWRENCE, PA",15203
16110,Erie PA,"CRAWFORD, PA",366
16111,Erie PA,"CRAWFORD, PA",1496
16112,Pittsburgh PA,"LAWRENCE, PA",1589
16114,Youngstown OH,"MERCER, PA",662
16115,Pittsburgh PA,"BEAVER, PA",2971
16116,Pittsburgh PA,"LAWRENCE, PA",2814
16117,Pittsburgh PA,"LAWRENCE, PA",17634
16120,Pittsburgh PA,"LAWRENCE, PA",2031
16121,Youngstown OH,"MERCER, PA",4729
16123,Pittsburgh PA,"BEAVER, PA",2021
16124,Youngstown OH,"MERCER, PA",2070
16125,Youngstown OH,"MERCER, PA",17442
16127,Youngstown OH,"MERCER, PA",15769
16130,Youngstown OH,"MERCER, PA",2112
16131,Erie PA,"CRAWFORD, PA",872
16133,Youngstown OH,"MERCER, PA",1611
16134,Erie PA,"CRAWFORD, PA",3887
16137,Youngstown OH,"MERCER, PA",12742
16141,Pittsburgh PA,"BEAVER, PA",1928
16142,Pittsburgh PA,"LAWRENCE, PA",6942
16143,Pittsburgh PA,"LAWRENCE, PA",2894
16145,Youngstown OH,"MERCER, PA",2589
16146,Youngstown OH,"MERCER, PA",13505
16148,Youngstown OH,"MERCER, PA",16304
16150,Youngstown OH,"MERCER, PA",7004
16153,Youngstown OH,"MERCER, PA",2410
16154,Youngstown OH,"MERCER, PA",2415
16156,Pittsburgh PA,"LAWRENCE, PA",2863
16157,Pittsburgh PA,"LAWRENCE, PA",2949
16159,Youngstown OH,"MERCER, PA",4824
16172,Pittsburgh PA,"LAWRENCE, PA",0
16201,Pittsburgh PA,"ARMSTRONG, PA",17608
16210,Pittsburgh PA,"ARMSTRONG, PA",948
16212,Pittsburgh PA,"ARMSTRONG, PA",315
16213,Pittsburgh PA,"CLARION, PA",121
16214,Pittsburgh PA,"CLARION, PA",9679
16217,Pittsburgh PA,"FOREST, PA",61
16218,Pittsburgh PA,"ARMSTRONG, PA",1119
16222,Pittsburgh PA,"ARMSTRONG, PA",2544
16224,Pittsburgh PA,"CLARION, PA",1276
16225,Pittsburgh PA,"CLARION, PA",0
16226,Pittsburgh PA,"ARMSTRONG, PA",7705
16228,Pittsburgh PA,"ARMSTRONG, PA",539
16229,Pittsburgh PA,"ARMSTRONG, PA",5118
16232,Pittsburgh PA,"CLARION, PA",4167
16233,Pittsburgh PA,"CLARION, PA",1126
16234,Pittsburgh PA,"CLARION, PA",0
16235,Pittsburgh PA,"CLARION, PA",1211
16238,Pittsburgh PA,"ARMSTRONG, PA",464
16239,Pittsburgh PA,"FOREST, PA",5404
16240,Pittsburgh PA,"CLARION, PA",1326
16242,Pittsburgh PA,"CLARION, PA",4472
16248,Pittsburgh PA,"CLARION, PA",3140
16249,Pittsburgh PA,"ARMSTRONG, PA",1700
16254,Pittsburgh PA,"CLARION, PA",3243
16255,Pittsburgh PA,"CLARION, PA",1781
16256,Pittsburgh PA,"INDIANA, PA",2459
16258,Pittsburgh PA,"CLARION, PA",1875
16259,Pittsburgh PA,"ARMSTRONG, PA",1870
16260,Pittsburgh PA,"CLARION, PA",292
16262,Pittsburgh PA,"ARMSTRONG, PA",2793
16301,Pittsburgh PA,"VENANGO, PA",15954
16311,Youngstown OH,"MERCER, PA",459
16313,Erie PA,"WARREN, PA",1643
16314,Erie PA,"CRAWFORD, PA",5378
16316,Erie PA,"CRAWFORD, PA",5401
16317,Pittsburgh PA,"VENANGO, PA",1257
16319,Pittsburgh PA,"VENANGO, PA",1300
16321,Pittsburgh PA,"FOREST, PA",52
16323,Pittsburgh PA,"VENANGO, PA",15787
16326,Pittsburgh PA,"CLARION, PA",444
16327,Erie PA,"CRAWFORD, PA",3011
16329,Erie PA,"WARREN, PA",528
16331,Pittsburgh PA,"CLARION, PA",69
16332,Pittsburgh PA,"CLARION, PA",48
16333,Buffalo NY,"MCKEAN, PA",314
16334,Pittsburgh PA,"CLARION, PA",381
16335,Erie PA,"CRAWFORD, PA",27747
16340,Erie PA,"WARREN, PA",1744
16341,Pittsburgh PA,"VENANGO, PA",1886
16342,Pittsburgh PA,"VENANGO, PA",2242
16345,Erie PA,"WARREN, PA",3396
16346,Pittsburgh PA,"VENANGO, PA",3255
16347,Erie PA,"WARREN, PA",2533
16350,Erie PA,"WARREN, PA",2793
16351,Erie PA,"WARREN, PA",1466
16353,Pittsburgh PA,"FOREST, PA",2558
16354,Erie PA,"CRAWFORD, PA",10999
16360,Erie PA,"CRAWFORD, PA",1422
16362,Pittsburgh PA,"VENANGO, PA",1131
16364,Pittsburgh PA,"VENANGO, PA",1243
16365,Erie PA,"WARREN, PA",18060
16371,Erie PA,"WARREN, PA",3128
16372,Pittsburgh PA,"VENANGO, PA",498
16373,Pittsburgh PA,"VENANGO, PA",3246
16374,Pittsburgh PA,"VENANGO, PA",1950
16401,Erie PA,"ERIE, PA",6758
16402,Erie PA,"WARREN, PA",842
16403,Erie PA,"CRAWFORD, PA",6719
16404,Erie PA,"CRAWFORD, PA",3627
16405,Erie PA,"WARREN, PA",782
16406,Erie PA,"CRAWFORD, PA",3176
16407,Erie PA,"ERIE, PA",11027
16410,Erie PA,"ERIE, PA",1677
16411,Erie PA,"ERIE, PA",1802
16412,Erie PA,"ERIE, PA",10540
16415,Erie PA,"ERIE, PA",9753
16417,Erie PA,"ERIE, PA",7849
16420,Erie PA,"WARREN, PA",635
16421,Erie PA,"ERIE, PA",2543
16423,Erie PA,"ERIE, PA",4388
16424,Erie PA,"CRAWFORD, PA",4650
16426,Erie PA,"ERIE, PA",3896
16428,Erie PA,"ERIE, PA",12755
16430,Erie PA,"ERIE, PA",0
16433,Erie PA,"CRAWFORD, PA",5190
16434,Erie PA,"CRAWFORD, PA",3132
16435,Erie PA,"CRAWFORD, PA",1861
16436,Erie PA,"WARREN, PA",598
16438,Erie PA,"ERIE, PA",7863
16440,Erie PA,"CRAWFORD, PA",909
16441,Erie PA,"ERIE, PA",10168
16442,Erie PA,"ERIE, PA",2886
16443,Erie PA,"ERIE, PA",1119
16444,Erie PA,"ERIE, PA",1420
16501,Erie PA,"ERIE, PA",1998
16502,Erie PA,"ERIE, PA",15491
16503,Erie PA,"ERIE, PA",16959
16504,Erie PA,"ERIE, PA",15749
16505,Erie PA,"ERIE, PA",16369
16506,Erie PA,"ERIE, PA",24169
16507,Erie PA,"ERIE, PA",9558
16508,Erie PA,"ERIE, PA",16561
16509,Erie PA,"ERIE, PA",27399
16510,Erie PA,"ERIE, PA",25799
16511,Erie PA,"ERIE, PA",11718
16565,Erie PA,"ERIE, PA",0
16601,Johnstown-Altoona-State College PA,"BLAIR A-SPLIT, PA",32764
16602,Johnstown-Altoona-State College PA,"BLAIR A-SPLIT, PA",28998
16603,Johnstown-Altoona-State College PA,"BLAIR A-SPLIT, PA",0
16611,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",2638
16613,Johnstown-Altoona-State College PA,"CAMBRIA, PA",1388
16616,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",121
16617,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",2793
16620,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",287
16621,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",699
16622,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",198
16623,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",548
16625,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",3718
16627,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",2160
16630,Johnstown-Altoona-State College PA,"CAMBRIA, PA",4540
16631,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",101
16634,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",340
16635,Johnstown-Altoona-State College PA,"BLAIR A-SPLIT, PA",12144
16636,Johnstown-Altoona-State College PA,"CAMBRIA, PA",707
16637,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",2346
16639,Johnstown-Altoona-State College PA,"CAMBRIA, PA",1418
16640,Johnstown-Altoona-State College PA,"CAMBRIA, PA",811
16641,Johnstown-Altoona-State College PA,"CAMBRIA, PA",2495
16645,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",160
16646,Johnstown-Altoona-State College PA,"CAMBRIA, PA",2371
16647,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",707
16648,Johnstown-Altoona-State College PA,"BLAIR A-SPLIT, PA",15119
16650,Johnstown-Altoona-State College PA,"BEDFORD, PA",1819
16651,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",5782
16652,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",18248
16655,Johnstown-Altoona-State College PA,"BEDFORD, PA",1599
16656,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",1234
16657,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",1301
16659,Johnstown-Altoona-State College PA,"BEDFORD, PA",325
16661,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",892
16662,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",5930
16664,Johnstown-Altoona-State College PA,"BEDFORD, PA",1987
16665,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",348
16666,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",3147
16667,Johnstown-Altoona-State College PA,"BEDFORD, PA",1427
16668,Johnstown-Altoona-State College PA,"CAMBRIA, PA",3361
16669,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",2078
16671,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",574
16673,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",5385
16674,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",742
16677,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",266
16678,Johnstown-Altoona-State College PA,"BEDFORD, PA",2569
16679,Johnstown-Altoona-State College PA,"BEDFORD, PA",842
16680,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",425
16682,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",39
16683,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",367
16684,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",0
16685,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",152
16686,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",13102
16689,Washington DC (Hagerstown MD),"FULTON, PA",416
16691,Washington DC (Hagerstown MD),"FULTON, PA",285
16692,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",723
16693,Johnstown-Altoona-State College PA,"BLAIR REMAINDER, PA",4373
16695,Johnstown-Altoona-State College PA,"BEDFORD, PA",1169
16701,Buffalo NY,"MCKEAN, PA",17508
16720,Buffalo NY,"POTTER, PA",1162
16724,Buffalo NY,"MCKEAN, PA",96
16726,Buffalo NY,"MCKEAN, PA",697
16727,Buffalo NY,"MCKEAN, PA",213
16729,Buffalo NY,"MCKEAN, PA",928
16731,Buffalo NY,"MCKEAN, PA",2523
16732,Buffalo NY,"MCKEAN, PA",356
16734,Johnstown-Altoona-State College PA,"ELK, PA",263
16735,Buffalo NY,"MCKEAN, PA",5847
16738,Buffalo NY,"MCKEAN, PA",2466
16740,Buffalo NY,"MCKEAN, PA",1095
16743,Buffalo NY,"MCKEAN, PA",3786
16744,Buffalo NY,"MCKEAN, PA",260
16745,Buffalo NY,"MCKEAN, PA",595
16746,Buffalo NY,"POTTER, PA",1262
16748,Buffalo NY,"POTTER, PA",2735
16749,Buffalo NY,"MCKEAN, PA",4000
16750,Buffalo NY,"MCKEAN, PA",458
16801,Johnstown-Altoona-State College PA,"CENTRE (SC SPLIT), PA",44451
16802,Johnstown-Altoona-State College PA,"CENTRE (SC SPLIT), PA",11716
16803,Johnstown-Altoona-State College PA,"CENTRE (SC SPLIT), PA",25366
16804,Johnstown-Altoona-State College PA,"CENTRE (SC SPLIT), PA",0
16805,Johnstown-Altoona-State College PA,"CENTRE (SC SPLIT), PA",0
16820,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",987
16821,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",233
16822,Wilkes Barre-Scranton PA,"CLINTON, PA",2062
16823,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",30235
16826,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",575
16827,Johnstown-Altoona-State College PA,"CENTRE (SC SPLIT), PA",4662
16828,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",4404
16829,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",697
16830,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",13597
16832,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",662
16833,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",5305
16835,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",209
16836,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",1053
16837,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",143
16838,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",1924
16839,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",752
16840,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",516
16841,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",5818
16844,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",2752
16845,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",884
16851,Johnstown-Altoona-State College PA,"CENTRE (SC SPLIT), PA",851
16852,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",334
16853,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",166
16854,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",733
16856,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",0
16858,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",3827
16859,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",503
16860,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",284
16861,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",316
16863,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",641
16864,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",0
16865,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",2009
16866,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",10008
16868,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",416
16870,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",7149
16871,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",34
16872,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",1702
16874,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",1438
16875,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",4445
16877,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",1822
16878,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",1721
16879,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",434
16881,Johnstown-Altoona-State College PA,"CLEARFIELD, PA",2234
16882,Johnstown-Altoona-State College PA,"CENTRE REMAINDER, PA",408
16901,Elmira (Corning) NY,"TIOGA, PA",10069
16912,Elmira (Corning) NY,"TIOGA, PA",1901
16914,Wilkes Barre-Scranton PA,"BRADFORD, PA",2125
16915,Buffalo NY,"POTTER, PA",6043
16917,Elmira (Corning) NY,"TIOGA, PA",1204
16920,Elmira (Corning) NY,"TIOGA, PA",2039
16921,Elmira (Corning) NY,"TIOGA, PA",473
16922,Buffalo NY,"POTTER, PA",1926
16923,Buffalo NY,"POTTER, PA",1550
16925,Wilkes Barre-Scranton PA,"BRADFORD, PA",3525
16926,Wilkes Barre-Scranton PA,"BRADFORD, PA",914
16927,Buffalo NY,"POTTER, PA",623
16928,Elmira (Corning) NY,"TIOGA, PA",1282
16929,Elmira (Corning) NY,"TIOGA, PA",2416
16930,Elmira (Corning) NY,"TIOGA, PA",1319
16932,Elmira (Corning) NY,"TIOGA, PA",781
16933,Elmira (Corning) NY,"TIOGA, PA",7164
16935,Elmira (Corning) NY,"TIOGA, PA",1380
16936,Elmira (Corning) NY,"TIOGA, PA",1888
16937,Buffalo NY,"POTTER, PA",217
16938,Elmira (Corning) NY,"TIOGA, PA",683
16939,Elmira (Corning) NY,"TIOGA, PA",331
16940,Elmira (Corning) NY,"TIOGA, PA",284
16941,Buffalo NY,"POTTER, PA",93
16942,Elmira (Corning) NY,"TIOGA, PA",832
16943,Elmira (Corning) NY,"TIOGA, PA",466
16946,Elmira (Corning) NY,"TIOGA, PA",2487
16947,Wilkes Barre-Scranton PA,"BRADFORD, PA",4999
16948,Buffalo NY,"POTTER, PA",1681
16950,Elmira (Corning) NY,"TIOGA, PA",3429
17002,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",779
17003,Harrisburg-Lancaster-Lebanon-York PA,"LEBANON, PA",11551
17004,Harrisburg-Lancaster-Lebanon-York PA,"MIFFLIN, PA",4665
17005,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",381
17006,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",987
17007,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",5464
17009,Harrisburg-Lancaster-Lebanon-York PA,"MIFFLIN, PA",1972
17011,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",35905
17013,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",35706
17014,Harrisburg-Lancaster-Lebanon-York PA,"JUNIATA, PA",0
17015,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",21603
17017,Wilkes Barre-Scranton PA,"NORTHUMBERLAND, PA",1536
17018,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",4211
17019,Harrisburg-Lancaster-Lebanon-York PA,"YORK NORTH, PA",18435
17020,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",9279
17021,Harrisburg-Lancaster-Lebanon-York PA,"JUNIATA, PA",834
17022,Harrisburg-Lancaster-Lebanon-York PA,"LANCASTER, PA",29695
17023,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",3582
17024,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",2227
17025,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",16836
17026,Harrisburg-Lancaster-Lebanon-York PA,"LEBANON, PA",3632
17028,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",3581
17029,Harrisburg-Lancaster-Lebanon-York PA,"MIFFLIN, PA",206
17030,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",962
17032,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",8188
17033,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",17485
17034,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",2612
17035,Harrisburg-Lancaster-Lebanon-York PA,"JUNIATA, PA",966
17036,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",22605
17037,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",999
17038,Harrisburg-Lancaster-Lebanon-York PA,"LEBANON, PA",8883
17040,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",2185
17042,Harrisburg-Lancaster-Lebanon-York PA,"LEBANON, PA",37561
17043,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",5832
17044,Harrisburg-Lancaster-Lebanon-York PA,"MIFFLIN, PA",20934
17045,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",3183
17046,Harrisburg-Lancaster-Lebanon-York PA,"LEBANON, PA",31055
17047,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",2643
17048,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",4096
17049,Harrisburg-Lancaster-Lebanon-York PA,"JUNIATA, PA",3337
17050,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",36741
17051,Harrisburg-Lancaster-Lebanon-York PA,"MIFFLIN, PA",4976
17052,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",1494
17053,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",5056
17055,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",36144
17057,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",22450
17058,Harrisburg-Lancaster-Lebanon-York PA,"JUNIATA, PA",1687
17059,Harrisburg-Lancaster-Lebanon-York PA,"JUNIATA, PA",8091
17060,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",1219
17061,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",6994
17062,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",4080
17063,Harrisburg-Lancaster-Lebanon-York PA,"MIFFLIN, PA",3418
17065,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",4494
17066,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",5436
17067,Harrisburg-Lancaster-Lebanon-York PA,"LEBANON, PA",14846
17068,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",4277
17070,Harrisburg-Lancaster-Lebanon-York PA,"CUMBERLAND, PA",15900
17071,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",154
17073,Harrisburg-Lancaster-Lebanon-York PA,"LEBANON, PA",5849
17074,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",7113
17076,Harrisburg-Lancaster-Lebanon-York PA,"JUNIATA, PA",16
17078,Harrisburg-Lancaster-Lebanon-York PA,"LEBANON, PA",21125
17080,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",246
17082,Harrisburg-Lancaster-Lebanon-York PA,"JUNIATA, PA",3169
17084,Harrisburg-Lancaster-Lebanon-York PA,"MIFFLIN, PA",4443
17086,Wilkes Barre-Scranton PA,"SNYDER, PA",2318
17087,Harrisburg-Lancaster-Lebanon-York PA,"LEBANON, PA",2606
17090,Harrisburg-Lancaster-Lebanon-York PA,"PERRY, PA",5626
17094,Harrisburg-Lancaster-Lebanon-York PA,"JUNIATA, PA",2605
17097,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",756
17098,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",2383
17099,Harrisburg-Lancaster-Lebanon-York PA,"MIFFLIN, PA",1289
17101,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",1915
17102,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",7793
17103,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",11617
17104,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",19805
17109,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",23294
17110,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",25677
17111,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",33049
17112,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",35241
17113,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",10533
17120,Harrisburg-Lancaster-Lebanon-York PA,"DAUPHIN, PA",0
17201,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",26143
17202,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",28608
17211,Johnstown-Altoona-State College PA,"BEDFORD, PA",337
17212,Washington DC (Hagerstown MD),"FULTON, PA",739
17213,Johnstown-Altoona-State College PA,"HUNTINGDON, PA",520
17214,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",971
17215,Washington DC (Hagerstown MD),"FULTON, PA",220
17219,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",426
17220,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",350
17221,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",633
17222,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",11567
17223,Washington DC (Hagerstown MD),"FULTON, PA",383
17224,Harrisburg-Lancaster-Lebanon-York PA,"FRANKLIN, PA",1871
